Bank,Loan_Type,Amount,Interest_Rate,Issue_Date,Tenor_Years,Status,Is_NPA,Region,Amount_Band,Issue_Year,Issue_Month
Goldman Sachs,Mortgage,197744.68,9.09,2022-08-05,10,Current,0,Europe,50-200K,2022,8
Goldman Sachs,Personal Loan,40235.64,7.55,2019-04-07,2,Current,0,US,10-50K,2019,4
Goldman Sachs,Mortgage,310659.88,5.08,2019-10-21,25,Current,0,UK,200-500K,2019,10
Goldman Sachs,Business Loan,741322.31,12.24,2023-01-27,3,Current,0,UK,500K+,2023,1
Goldman Sachs,Mortgage,409066.96,10.0,2021-03-06,1,Current,0,UK,200-500K,2021,3
Goldman Sachs,Personal Loan,20740.43,5.07,2021-07-28,30,Current,0,US,10-50K,2021,7
Goldman Sachs,Mortgage,369458.55,8.82,2019-08-29,30,Current,0,Europe,200-500K,2019,8
Goldman Sachs,Personal Loan,15700.89,11.81,2020-11-07,10,Current,0,UK,10-50K,2020,11
Goldman Sachs,Personal Loan,36500.84,3.61,2022-08-26,30,Current,0,Europe,10-50K,2022,8
Goldman Sachs,Mortgage,466474.25,12.08,2019-09-09,20,Current,0,US,200-500K,2019,9
Goldman Sachs,Personal Loan,34454.87,5.27,2022-03-11,2,Current,0,UK,10-50K,2022,3
Goldman Sachs,Mortgage,328974.96,9.91,2019-11-15,10,Current,0,US,200-500K,2019,11
Goldman Sachs,Business Loan,864346.02,5.04,2020-12-06,3,Current,0,Asia,500K+,2020,12
Goldman Sachs,Personal Loan,41217.55,11.44,2021-01-25,20,Current,0,Europe,10-50K,2021,1
Goldman Sachs,Mortgage,94365.57,11.69,2019-03-19,5,Current,0,Asia,50-200K,2019,3
Goldman Sachs,Credit Card,19524.75,6.11,2021-08-23,30,Current,0,Asia,10-50K,2021,8
Goldman Sachs,Business Loan,563370.99,6.0,2021-02-26,15,Current,0,US,500K+,2021,2
Goldman Sachs,Auto Loan,46639.14,10.29,2021-04-15,20,Current,0,UK,10-50K,2021,4
Goldman Sachs,Personal Loan,16518.77,9.37,2020-10-20,25,Current,0,Middle East,10-50K,2020,10
Goldman Sachs,Business Loan,1830391.49,5.21,2020-08-20,2,Current,0,UK,500K+,2020,8
Goldman Sachs,Business Loan,1367537.02,10.73,2022-05-24,20,Current,0,US,500K+,2022,5
Goldman Sachs,Personal Loan,31039.15,12.1,2020-02-09,25,Current,0,Asia,10-50K,2020,2
Goldman Sachs,Personal Loan,39923.4,8.66,2022-09-16,15,Current,0,Europe,10-50K,2022,9
Goldman Sachs,Auto Loan,20593.9,5.26,2023-08-30,2,Current,0,Europe,10-50K,2023,8
Goldman Sachs,Business Loan,1827127.54,11.31,2023-11-03,1,Current,0,UK,500K+,2023,11
Goldman Sachs,Personal Loan,17990.11,6.86,2022-07-06,2,Current,0,UK,10-50K,2022,7
Goldman Sachs,Mortgage,472737.43,10.43,2020-02-16,2,Current,0,Europe,200-500K,2020,2
Goldman Sachs,Business Loan,393091.69,9.65,2019-04-30,3,Current,0,Europe,200-500K,2019,4
Goldman Sachs,Mortgage,90793.05,4.77,2021-04-20,10,Current,0,US,50-200K,2021,4
Goldman Sachs,Credit Card,6636.39,3.8,2021-05-01,15,Current,0,UK,<10K,2021,5
Goldman Sachs,Business Loan,764750.9,4.99,2019-05-13,20,30-day DPD,0,UK,500K+,2019,5
Goldman Sachs,Business Loan,939196.62,4.24,2023-02-18,10,Current,0,Middle East,500K+,2023,2
Goldman Sachs,Mortgage,118027.82,11.97,2023-10-11,3,Current,0,UK,50-200K,2023,10
Goldman Sachs,Business Loan,721402.9,8.54,2020-06-05,15,Current,0,Asia,500K+,2020,6
Goldman Sachs,Mortgage,123352.61,5.06,2019-01-22,2,Current,0,Europe,50-200K,2019,1
Goldman Sachs,Business Loan,1762017.54,8.19,2023-07-12,10,Current,0,UK,500K+,2023,7
Goldman Sachs,Personal Loan,49132.64,11.65,2023-06-17,20,Current,0,Europe,10-50K,2023,6
Deutsche Bank,Mortgage,366339.19,11.58,2020-05-21,2,Current,0,US,200-500K,2020,5
Deutsche Bank,Mortgage,91339.62,11.92,2023-07-13,3,Current,0,Middle East,50-200K,2023,7
Deutsche Bank,Auto Loan,21821.98,6.43,2023-08-26,10,Current,0,UK,10-50K,2023,8
Deutsche Bank,Mortgage,430521.84,4.88,2023-10-02,25,Current,0,Europe,200-500K,2023,10
Deutsche Bank,Mortgage,385285.95,8.61,2021-07-14,20,Current,0,Asia,200-500K,2021,7
Deutsche Bank,Mortgage,271995.13,5.65,2021-01-02,5,Current,0,Asia,200-500K,2021,1
Deutsche Bank,Business Loan,1593074.92,6.24,2020-06-12,5,Current,0,Europe,500K+,2020,6
Deutsche Bank,Mortgage,304251.74,11.74,2020-11-08,10,Current,0,Europe,200-500K,2020,11
Deutsche Bank,Auto Loan,59164.43,3.5,2019-12-22,2,Current,0,US,50-200K,2019,12
Deutsche Bank,Business Loan,1065745.52,5.39,2022-10-10,10,Current,0,UK,500K+,2022,10
Deutsche Bank,Credit Card,10348.78,4.69,2020-05-10,30,Current,0,Asia,10-50K,2020,5
Deutsche Bank,Business Loan,1244333.02,10.16,2019-03-28,10,Current,0,Asia,500K+,2019,3
Deutsche Bank,Credit Card,15481.71,4.11,2020-10-31,2,Current,0,Europe,10-50K,2020,10
Deutsche Bank,Mortgage,245321.78,8.5,2022-05-12,5,Current,0,Middle East,200-500K,2022,5
Deutsche Bank,Personal Loan,36592.94,9.67,2022-05-22,2,Current,0,UK,10-50K,2022,5
Deutsche Bank,Business Loan,1005432.34,4.43,2019-12-23,2,Current,0,UK,500K+,2019,12
Deutsche Bank,Personal Loan,27979.59,10.82,2023-12-07,15,Current,0,UK,10-50K,2023,12
Deutsche Bank,Personal Loan,19566.48,8.13,2020-04-26,5,Current,0,Asia,10-50K,2020,4
Deutsche Bank,Personal Loan,16708.61,10.78,2022-05-14,25,Current,0,UK,10-50K,2022,5
Deutsche Bank,Business Loan,196483.61,10.66,2022-10-31,20,Current,0,Asia,50-200K,2022,10
Deutsche Bank,Mortgage,491394.17,7.53,2023-12-07,20,Current,0,US,200-500K,2023,12
Deutsche Bank,Mortgage,284259.67,11.36,2019-01-06,3,Current,0,US,200-500K,2019,1
Deutsche Bank,Mortgage,440632.26,4.14,2021-06-14,10,Current,0,Europe,200-500K,2021,6
Deutsche Bank,Mortgage,290412.02,3.75,2022-12-14,30,Current,0,US,200-500K,2022,12
Deutsche Bank,Mortgage,209239.12,4.37,2022-10-05,3,Current,0,US,200-500K,2022,10
Deutsche Bank,Credit Card,17847.16,8.71,2019-05-03,15,Current,0,Asia,10-50K,2019,5
Deutsche Bank,Mortgage,266452.44,9.79,2023-10-04,25,Current,0,US,200-500K,2023,10
Deutsche Bank,Mortgage,259111.84,5.09,2020-02-18,10,Current,0,UK,200-500K,2020,2
Deutsche Bank,Business Loan,1688173.82,11.13,2020-08-26,2,Current,0,UK,500K+,2020,8
Deutsche Bank,Business Loan,1583401.16,11.02,2019-07-17,5,Current,0,UK,500K+,2019,7
Deutsche Bank,Mortgage,467776.77,11.85,2020-10-29,30,Current,0,UK,200-500K,2020,10
Deutsche Bank,Personal Loan,34998.67,9.44,2019-12-30,10,Current,0,UK,10-50K,2019,12
Deutsche Bank,Business Loan,835583.47,9.35,2022-01-16,3,Current,0,Asia,500K+,2022,1
Deutsche Bank,Business Loan,547002.67,11.73,2020-08-30,25,Current,0,Europe,500K+,2020,8
Deutsche Bank,Credit Card,23394.98,8.15,2019-06-29,10,Current,0,UK,10-50K,2019,6
Deutsche Bank,Business Loan,199398.42,5.79,2019-03-16,3,Current,0,US,50-200K,2019,3
Deutsche Bank,Business Loan,1675602.71,4.12,2023-10-11,1,Current,0,UK,500K+,2023,10
Deutsche Bank,Mortgage,383350.28,6.14,2022-06-28,2,Current,0,US,200-500K,2022,6
Deutsche Bank,Business Loan,1956520.84,4.08,2022-01-01,1,Current,0,UK,500K+,2022,1
Deutsche Bank,Mortgage,419381.37,11.94,2020-11-08,15,Current,0,UK,200-500K,2020,11
Deutsche Bank,Personal Loan,30682.68,10.47,2021-01-02,10,Current,0,UK,10-50K,2021,1
Deutsche Bank,Personal Loan,37746.52,8.74,2022-01-16,30,Current,0,UK,10-50K,2022,1
Deutsche Bank,Personal Loan,10884.21,6.35,2021-01-09,20,60-day DPD,0,UK,10-50K,2021,1
Deutsche Bank,Credit Card,20313.71,9.79,2019-01-25,2,60-day DPD,0,US,10-50K,2019,1
Deutsche Bank,Personal Loan,49687.2,7.68,2023-02-10,5,Current,0,UK,10-50K,2023,2
Deutsche Bank,Business Loan,710577.04,10.18,2021-02-28,20,Current,0,US,500K+,2021,2
Deutsche Bank,Mortgage,127964.18,3.72,2023-05-31,2,Current,0,UK,50-200K,2023,5
Deutsche Bank,Business Loan,611406.87,8.81,2020-10-23,10,Current,0,UK,500K+,2020,10
Deutsche Bank,Auto Loan,34914.13,5.7,2020-07-16,5,Current,0,US,10-50K,2020,7
Deutsche Bank,Mortgage,235812.28,8.63,2022-01-06,25,Current,0,UK,200-500K,2022,1
Deutsche Bank,Business Loan,342214.96,10.71,2020-01-22,25,Current,0,Asia,200-500K,2020,1
Deutsche Bank,Business Loan,351693.58,12.3,2019-08-25,1,Current,0,Europe,200-500K,2019,8
Deutsche Bank,Business Loan,1110325.75,11.49,2021-03-18,10,Current,0,US,500K+,2021,3
Deutsche Bank,Business Loan,1661441.04,5.27,2023-07-18,2,Current,0,Europe,500K+,2023,7
Deutsche Bank,Credit Card,22602.17,7.94,2022-12-15,15,Current,0,US,10-50K,2022,12
Deutsche Bank,Credit Card,22168.84,4.09,2020-02-26,2,60-day DPD,0,US,10-50K,2020,2
Deutsche Bank,Personal Loan,28887.7,10.73,2020-05-07,1,Current,0,Europe,10-50K,2020,5
Deutsche Bank,Personal Loan,32765.86,4.37,2023-06-08,10,Current,0,UK,10-50K,2023,6
Deutsche Bank,Mortgage,172548.21,3.81,2019-03-16,3,Current,0,Europe,50-200K,2019,3
Deutsche Bank,Mortgage,122670.46,9.84,2020-12-19,25,Current,0,Asia,50-200K,2020,12
Deutsche Bank,Business Loan,446146.01,11.32,2022-10-03,30,Current,0,US,200-500K,2022,10
Deutsche Bank,Personal Loan,8019.63,5.1,2022-04-13,15,Current,0,Asia,<10K,2022,4
Deutsche Bank,Mortgage,383561.02,11.89,2019-05-18,20,Current,0,Europe,200-500K,2019,5
Deutsche Bank,Credit Card,8880.68,7.13,2023-12-10,10,Current,0,US,<10K,2023,12
Deutsche Bank,Auto Loan,52245.75,8.64,2023-06-01,5,Current,0,US,50-200K,2023,6
Deutsche Bank,Auto Loan,35755.38,9.33,2022-01-03,20,Current,0,UK,10-50K,2022,1
Deutsche Bank,Mortgage,386287.18,6.42,2020-10-05,10,Written Off,1,UK,200-500K,2020,10
Deutsche Bank,Personal Loan,48764.32,5.48,2019-02-15,5,Current,0,UK,10-50K,2019,2
Deutsche Bank,Credit Card,18433.0,9.13,2020-01-10,10,Current,0,Europe,10-50K,2020,1
Deutsche Bank,Personal Loan,22684.07,8.61,2023-01-27,15,Current,0,US,10-50K,2023,1
Deutsche Bank,Mortgage,473781.46,7.69,2023-06-29,3,Current,0,Europe,200-500K,2023,6
Deutsche Bank,Personal Loan,10051.69,3.68,2023-10-10,30,Current,0,UK,10-50K,2023,10
Deutsche Bank,Credit Card,9875.51,7.47,2023-05-01,25,Current,0,UK,<10K,2023,5
Deutsche Bank,Mortgage,273593.59,9.36,2020-08-15,1,Current,0,UK,200-500K,2020,8
Deutsche Bank,Credit Card,7754.97,8.03,2022-03-24,15,Current,0,Middle East,<10K,2022,3
Deutsche Bank,Auto Loan,39710.08,4.74,2022-03-20,1,Current,0,US,10-50K,2022,3
Deutsche Bank,Mortgage,266608.21,7.02,2021-11-14,3,Current,0,Europe,200-500K,2021,11
Deutsche Bank,Mortgage,116695.41,9.12,2019-08-04,30,Current,0,US,50-200K,2019,8
Deutsche Bank,Mortgage,463824.96,11.45,2019-01-30,25,Current,0,UK,200-500K,2019,1
Deutsche Bank,Personal Loan,18550.54,5.85,2019-04-19,15,Current,0,US,10-50K,2019,4
Deutsche Bank,Mortgage,456781.64,10.99,2021-09-18,3,Current,0,UK,200-500K,2021,9
Deutsche Bank,Mortgage,422054.38,4.72,2021-11-15,3,Current,0,US,200-500K,2021,11
Deutsche Bank,Business Loan,1827662.98,11.35,2019-02-01,1,Current,0,Asia,500K+,2019,2
Deutsche Bank,Business Loan,550723.39,4.7,2023-11-16,5,Current,0,US,500K+,2023,11
Deutsche Bank,Mortgage,489220.73,4.91,2021-06-21,1,Current,0,Europe,200-500K,2021,6
Deutsche Bank,Credit Card,2094.85,11.78,2020-05-24,25,Current,0,US,<10K,2020,5
Deutsche Bank,Mortgage,310038.06,10.59,2019-01-25,2,Current,0,UK,200-500K,2019,1
Deutsche Bank,Business Loan,1805584.09,11.0,2020-03-28,1,Current,0,UK,500K+,2020,3
Deutsche Bank,Mortgage,227641.67,4.55,2021-09-27,25,Current,0,US,200-500K,2021,9
Deutsche Bank,Business Loan,1883379.81,12.0,2019-05-06,25,Current,0,UK,500K+,2019,5
Deutsche Bank,Mortgage,310718.61,8.0,2020-05-23,15,Current,0,Europe,200-500K,2020,5
Deutsche Bank,Personal Loan,39504.18,8.6,2023-10-24,25,Current,0,Middle East,10-50K,2023,10
Deutsche Bank,Personal Loan,7016.97,7.82,2023-12-08,25,Current,0,UK,<10K,2023,12
Deutsche Bank,Mortgage,104095.33,6.31,2021-07-08,15,Current,0,Europe,50-200K,2021,7
Deutsche Bank,Personal Loan,11268.35,11.95,2019-05-15,3,Current,0,US,10-50K,2019,5
Deutsche Bank,Mortgage,289348.06,10.56,2020-12-26,2,Current,0,UK,200-500K,2020,12
Deutsche Bank,Auto Loan,23628.11,11.4,2022-09-26,3,Current,0,Europe,10-50K,2022,9
Deutsche Bank,Mortgage,129062.01,3.65,2019-01-23,10,Current,0,Europe,50-200K,2019,1
Deutsche Bank,Mortgage,295236.37,8.69,2023-08-17,1,60-day DPD,0,US,200-500K,2023,8
Deutsche Bank,Mortgage,209594.31,4.28,2021-12-16,1,Current,0,Asia,200-500K,2021,12
Deutsche Bank,Personal Loan,20387.32,7.72,2022-03-09,3,Current,0,UK,10-50K,2022,3
Deutsche Bank,Mortgage,438924.12,6.55,2023-10-03,3,Current,0,US,200-500K,2023,10
Deutsche Bank,Business Loan,661022.15,4.78,2021-11-03,5,Current,0,UK,500K+,2021,11
Deutsche Bank,Personal Loan,42114.85,6.89,2019-10-10,5,Current,0,UK,10-50K,2019,10
Deutsche Bank,Personal Loan,43847.86,8.23,2023-04-20,10,Current,0,Europe,10-50K,2023,4
Deutsche Bank,Personal Loan,21958.75,7.0,2021-11-07,2,Current,0,UK,10-50K,2021,11
Deutsche Bank,Mortgage,101296.45,11.89,2023-02-07,30,Current,0,US,50-200K,2023,2
Deutsche Bank,Personal Loan,20153.92,9.47,2020-05-10,1,Current,0,UK,10-50K,2020,5
Deutsche Bank,Credit Card,12213.6,10.81,2020-12-21,5,Current,0,UK,10-50K,2020,12
Deutsche Bank,Business Loan,430589.91,6.71,2021-05-05,3,Current,0,Europe,200-500K,2021,5
Deutsche Bank,Auto Loan,23366.77,4.89,2019-09-14,25,Current,0,Europe,10-50K,2019,9
Deutsche Bank,Business Loan,447486.15,5.38,2023-12-23,1,Current,0,UK,200-500K,2023,12
Deutsche Bank,Business Loan,387983.69,7.09,2021-08-13,10,Current,0,Middle East,200-500K,2021,8
Deutsche Bank,Mortgage,420346.74,8.43,2019-11-29,30,Current,0,US,200-500K,2019,11
Deutsche Bank,Mortgage,322453.06,5.74,2022-11-03,5,Current,0,US,200-500K,2022,11
Deutsche Bank,Mortgage,366684.51,6.03,2021-06-26,3,Current,0,UK,200-500K,2021,6
Deutsche Bank,Mortgage,267807.07,7.44,2023-10-20,1,Current,0,US,200-500K,2023,10
Deutsche Bank,Credit Card,23065.91,4.59,2019-03-27,20,Current,0,UK,10-50K,2019,3
Deutsche Bank,Credit Card,16684.9,5.16,2023-10-18,5,Current,0,Middle East,10-50K,2023,10
Deutsche Bank,Auto Loan,25406.71,7.37,2023-05-22,2,Current,0,UK,10-50K,2023,5
Deutsche Bank,Mortgage,470810.05,10.64,2022-03-13,1,Current,0,UK,200-500K,2022,3
Deutsche Bank,Business Loan,317688.86,10.27,2022-12-23,25,Current,0,Asia,200-500K,2022,12
Deutsche Bank,Personal Loan,17122.69,10.12,2022-07-15,20,Current,0,US,10-50K,2022,7
Deutsche Bank,Credit Card,16328.78,6.8,2023-08-12,20,Current,0,Middle East,10-50K,2023,8
Deutsche Bank,Mortgage,240953.59,10.74,2023-05-28,2,Current,0,US,200-500K,2023,5
Deutsche Bank,Business Loan,720172.58,7.14,2022-05-01,30,Current,0,US,500K+,2022,5
Deutsche Bank,Personal Loan,7577.88,7.41,2022-09-07,15,Current,0,Europe,<10K,2022,9
Deutsche Bank,Business Loan,630904.27,8.94,2019-03-13,5,Current,0,US,500K+,2019,3
Deutsche Bank,Mortgage,385327.95,6.83,2023-01-12,20,Current,0,Asia,200-500K,2023,1
Deutsche Bank,Personal Loan,47466.25,5.78,2022-12-14,5,Current,0,Europe,10-50K,2022,12
Deutsche Bank,Business Loan,892173.83,5.98,2022-12-29,5,Current,0,UK,500K+,2022,12
Deutsche Bank,Personal Loan,12978.93,11.2,2019-11-22,30,Current,0,Asia,10-50K,2019,11
Deutsche Bank,Personal Loan,15378.02,11.71,2020-09-28,20,Current,0,UK,10-50K,2020,9
Deutsche Bank,Business Loan,1704527.92,3.85,2019-10-27,30,Current,0,Europe,500K+,2019,10
Deutsche Bank,Mortgage,402783.22,9.44,2023-05-27,15,Current,0,Europe,200-500K,2023,5
Deutsche Bank,Business Loan,789543.02,3.62,2023-12-23,5,Current,0,Europe,500K+,2023,12
Deutsche Bank,Personal Loan,46974.17,10.27,2019-09-29,1,Current,0,Europe,10-50K,2019,9
Deutsche Bank,Mortgage,146547.69,6.77,2021-02-09,1,Current,0,Europe,50-200K,2021,2
Deutsche Bank,Personal Loan,49521.97,9.36,2022-12-13,3,Current,0,US,10-50K,2022,12
Deutsche Bank,Business Loan,1865112.18,8.39,2020-03-21,1,Current,0,UK,500K+,2020,3
Deutsche Bank,Business Loan,934437.45,12.11,2019-02-03,5,Current,0,US,500K+,2019,2
Deutsche Bank,Business Loan,82145.49,11.22,2022-07-06,10,Current,0,Middle East,50-200K,2022,7
Deutsche Bank,Credit Card,11240.18,9.64,2021-05-21,2,Current,0,Europe,10-50K,2021,5
Deutsche Bank,Mortgage,427351.03,12.46,2022-10-07,20,Current,0,UK,200-500K,2022,10
Deutsche Bank,Business Loan,1917990.47,10.12,2023-12-06,1,Current,0,US,500K+,2023,12
Deutsche Bank,Personal Loan,24418.18,12.14,2020-04-23,25,Current,0,UK,10-50K,2020,4
Deutsche Bank,Mortgage,83807.13,9.83,2023-08-02,20,Current,0,US,50-200K,2023,8
Deutsche Bank,Personal Loan,23222.51,5.67,2022-07-20,30,30-day DPD,0,US,10-50K,2022,7
Deutsche Bank,Personal Loan,14089.21,5.03,2020-08-10,1,Current,0,Asia,10-50K,2020,8
Deutsche Bank,Credit Card,13287.49,8.22,2023-09-15,3,Current,0,Europe,10-50K,2023,9
Deutsche Bank,Mortgage,224056.15,3.6,2021-04-28,15,Current,0,Asia,200-500K,2021,4
Deutsche Bank,Personal Loan,38527.33,8.52,2022-05-09,5,Current,0,UK,10-50K,2022,5
Deutsche Bank,Personal Loan,7222.97,7.27,2019-12-04,5,Current,0,UK,<10K,2019,12
Deutsche Bank,Mortgage,184561.18,10.76,2021-05-29,20,Current,0,US,50-200K,2021,5
Deutsche Bank,Auto Loan,51014.0,9.23,2023-09-22,20,Current,0,Europe,50-200K,2023,9
Deutsche Bank,Personal Loan,20277.72,7.76,2019-05-16,1,Current,0,Europe,10-50K,2019,5
Deutsche Bank,Auto Loan,53553.31,6.38,2020-05-23,15,Current,0,Asia,50-200K,2020,5
Deutsche Bank,Personal Loan,29743.45,6.28,2022-11-23,5,Current,0,UK,10-50K,2022,11
Deutsche Bank,Personal Loan,7370.55,5.34,2023-01-15,3,Current,0,Asia,<10K,2023,1
Deutsche Bank,Credit Card,23444.81,8.58,2021-04-15,30,Current,0,Europe,10-50K,2021,4
Deutsche Bank,Business Loan,1885693.2,7.82,2022-11-18,15,Current,0,UK,500K+,2022,11
Deutsche Bank,Business Loan,548452.9,12.28,2019-01-28,15,Current,0,UK,500K+,2019,1
Deutsche Bank,Personal Loan,8530.36,9.31,2019-05-07,2,90+ DPD,1,Europe,<10K,2019,5
Deutsche Bank,Mortgage,361201.06,7.81,2022-08-03,1,Current,0,US,200-500K,2022,8
Deutsche Bank,Mortgage,96991.68,5.62,2021-05-01,2,Current,0,US,50-200K,2021,5
Deutsche Bank,Personal Loan,12750.71,11.11,2022-12-22,10,Current,0,US,10-50K,2022,12
Deutsche Bank,Credit Card,18173.42,6.85,2022-05-05,10,Current,0,UK,10-50K,2022,5
Deutsche Bank,Auto Loan,39970.77,4.21,2022-03-09,15,Current,0,US,10-50K,2022,3
Deutsche Bank,Mortgage,434142.52,4.34,2019-11-02,2,Current,0,UK,200-500K,2019,11
Deutsche Bank,Business Loan,378775.54,6.51,2021-07-21,25,Current,0,Europe,200-500K,2021,7
Deutsche Bank,Business Loan,1465521.69,10.28,2020-08-15,1,Current,0,UK,500K+,2020,8
Deutsche Bank,Mortgage,142386.61,11.54,2023-03-11,30,Current,0,Asia,50-200K,2023,3
Deutsche Bank,Mortgage,492888.74,4.07,2022-05-12,10,Current,0,Asia,200-500K,2022,5
Deutsche Bank,Credit Card,1491.73,4.23,2022-04-19,2,Current,0,UK,<10K,2022,4
Deutsche Bank,Mortgage,347992.12,12.41,2022-05-20,2,Current,0,UK,200-500K,2022,5
Deutsche Bank,Mortgage,463517.77,11.71,2019-12-14,3,Current,0,US,200-500K,2019,12
Deutsche Bank,Mortgage,215005.93,3.56,2021-08-15,10,Current,0,US,200-500K,2021,8
Deutsche Bank,Mortgage,153819.85,5.85,2023-11-10,15,Current,0,Europe,50-200K,2023,11
Deutsche Bank,Business Loan,543585.82,4.8,2023-09-16,15,Current,0,Europe,500K+,2023,9
Deutsche Bank,Credit Card,11918.92,9.3,2020-03-01,20,Current,0,US,10-50K,2020,3
Deutsche Bank,Mortgage,489215.83,9.11,2019-11-23,15,Current,0,US,200-500K,2019,11
Deutsche Bank,Business Loan,1774113.18,5.32,2021-01-18,25,30-day DPD,0,Asia,500K+,2021,1
Deutsche Bank,Credit Card,11085.97,11.38,2022-07-05,15,Current,0,UK,10-50K,2022,7
Deutsche Bank,Mortgage,249262.75,6.26,2021-07-13,2,Current,0,UK,200-500K,2021,7
Deutsche Bank,Credit Card,14439.96,9.4,2019-11-04,2,Current,0,Asia,10-50K,2019,11
Deutsche Bank,Credit Card,22197.76,9.72,2021-12-10,30,Current,0,Asia,10-50K,2021,12
Deutsche Bank,Personal Loan,13436.31,7.62,2019-02-19,2,Current,0,Europe,10-50K,2019,2
Deutsche Bank,Business Loan,249897.05,11.7,2023-05-15,10,Current,0,UK,200-500K,2023,5
Deutsche Bank,Mortgage,198984.82,3.67,2022-04-25,10,Current,0,Middle East,50-200K,2022,4
Deutsche Bank,Business Loan,1411074.61,5.0,2022-09-25,5,Current,0,Europe,500K+,2022,9
Deutsche Bank,Business Loan,307749.03,8.81,2023-02-07,3,Current,0,UK,200-500K,2023,2
Deutsche Bank,Business Loan,406503.36,12.42,2020-09-20,3,Current,0,Europe,200-500K,2020,9
Deutsche Bank,Mortgage,191330.88,11.81,2020-05-18,15,Current,0,US,50-200K,2020,5
Deutsche Bank,Credit Card,8383.92,7.07,2021-07-02,15,Current,0,US,<10K,2021,7
Deutsche Bank,Mortgage,235382.25,5.79,2020-11-13,2,Current,0,UK,200-500K,2020,11
Deutsche Bank,Mortgage,312194.58,11.01,2020-05-25,15,Current,0,Europe,200-500K,2020,5
Deutsche Bank,Credit Card,12016.51,4.64,2019-09-07,1,Current,0,US,10-50K,2019,9
Deutsche Bank,Credit Card,8072.25,7.33,2023-03-30,30,Current,0,Europe,<10K,2023,3
Deutsche Bank,Mortgage,331124.04,11.73,2022-12-02,10,Current,0,UK,200-500K,2022,12
Deutsche Bank,Auto Loan,28084.1,6.43,2023-03-31,3,Current,0,Europe,10-50K,2023,3
Deutsche Bank,Mortgage,102803.09,11.38,2022-11-18,5,Current,0,Asia,50-200K,2022,11
Deutsche Bank,Business Loan,1476591.4,5.69,2023-08-17,30,90+ DPD,1,Asia,500K+,2023,8
Deutsche Bank,Business Loan,1690500.26,8.83,2020-03-06,3,Current,0,US,500K+,2020,3
Deutsche Bank,Credit Card,20352.54,7.34,2022-09-04,2,Current,0,US,10-50K,2022,9
Deutsche Bank,Mortgage,322649.92,3.99,2020-07-01,20,Current,0,US,200-500K,2020,7
Deutsche Bank,Auto Loan,54100.8,6.93,2019-06-21,3,Current,0,Asia,50-200K,2019,6
Deutsche Bank,Mortgage,185550.82,11.29,2021-05-17,20,Current,0,US,50-200K,2021,5
Deutsche Bank,Business Loan,359425.09,7.25,2020-12-15,2,Current,0,Europe,200-500K,2020,12
Deutsche Bank,Mortgage,261034.21,11.7,2020-09-17,10,Current,0,Europe,200-500K,2020,9
Deutsche Bank,Business Loan,1167051.39,4.55,2023-04-28,25,Current,0,US,500K+,2023,4
Deutsche Bank,Business Loan,1430301.77,7.79,2021-03-13,20,Current,0,UK,500K+,2021,3
Deutsche Bank,Business Loan,613030.38,7.37,2021-05-05,3,Current,0,Asia,500K+,2021,5
Deutsche Bank,Business Loan,678375.52,9.44,2020-03-25,30,Current,0,Asia,500K+,2020,3
Deutsche Bank,Personal Loan,33909.34,10.46,2020-10-08,20,Current,0,US,10-50K,2020,10
Deutsche Bank,Mortgage,317774.47,4.6,2020-03-01,30,Current,0,UK,200-500K,2020,3
Deutsche Bank,Business Loan,1063855.23,4.93,2019-11-20,5,Current,0,Europe,500K+,2019,11
Deutsche Bank,Auto Loan,50888.55,10.36,2019-07-30,5,Current,0,UK,50-200K,2019,7
Deutsche Bank,Business Loan,1810386.53,12.19,2021-05-29,2,Current,0,Middle East,500K+,2021,5
Deutsche Bank,Business Loan,1770415.41,7.6,2022-08-13,25,Current,0,Europe,500K+,2022,8
Deutsche Bank,Personal Loan,28980.32,5.02,2021-10-25,3,Current,0,Europe,10-50K,2021,10
Deutsche Bank,Mortgage,334695.39,8.88,2021-06-21,1,Current,0,Europe,200-500K,2021,6
Deutsche Bank,Personal Loan,34567.37,9.24,2019-04-03,20,Current,0,Asia,10-50K,2019,4
Deutsche Bank,Mortgage,404079.26,6.04,2020-03-21,5,Current,0,Asia,200-500K,2020,3
Deutsche Bank,Mortgage,292675.92,7.73,2022-10-26,30,Current,0,UK,200-500K,2022,10
Deutsche Bank,Mortgage,201043.87,9.35,2022-09-20,25,Current,0,US,200-500K,2022,9
Deutsche Bank,Auto Loan,38723.3,10.24,2023-12-26,1,Current,0,Middle East,10-50K,2023,12
Deutsche Bank,Mortgage,494420.32,9.99,2020-10-15,1,Current,0,UK,200-500K,2020,10
Deutsche Bank,Business Loan,1394532.18,8.82,2022-04-29,3,Current,0,UK,500K+,2022,4
Deutsche Bank,Mortgage,240928.51,5.43,2022-01-08,20,Current,0,UK,200-500K,2022,1
Deutsche Bank,Personal Loan,42572.38,6.69,2020-11-06,5,Current,0,Europe,10-50K,2020,11
Deutsche Bank,Business Loan,432685.63,8.48,2022-09-04,25,Current,0,Asia,200-500K,2022,9
Deutsche Bank,Business Loan,114981.45,7.48,2023-10-09,3,30-day DPD,0,US,50-200K,2023,10
Deutsche Bank,Business Loan,877200.73,7.34,2022-05-17,1,Current,0,Middle East,500K+,2022,5
